"CONTROL_NUMBER","DONATED","DONATION_AMT","DONOR_AGE","URBANICITY","DONOR_GENDER","HOME_OWNER","INCOME_LEVEL","SES","MEDIAN_HOME_VALUE","MEDIAN_HOUSEHOLD_INCOME","DONATION_RESPONSE","MONTHS_SINCE_LAST_GIFT","EMAILS_12","LIFETIME_GIFT_COUNT","LIFETIME_EMAILS","LIFETIME_GIFT_AMOUNT","LIFETIME_MAX_GIFT_AMT","LIFETIME_MIN_GIFT_AMT","LIFETIME_AVG_GIFT_AMT"
42462,FALSE,NA,46,"R","M","H",1,"43",696000,204000,11,15,20,16,29,15500,1300,500,969
42478,FALSE,NA,73,"T","F","H",4,"40",424000,251000,0,18,15,3,11,3700,1500,1000,1233
42499,TRUE,1000,68,"R","M","H",2,"48",680000,181000,3,18,18,6,13,4000,1000,500,667
42501,TRUE,1500,77,"R","F","H",6,"53",335000,147000,0,18,18,5,14,4900,1500,500,980
42509,TRUE,1200,75,"C","U","H",5,"33",698000,231000,11,18,19,12,22,12400,1600,500,1033
42515,FALSE,NA,79,"C","M","H",6,"33",698000,231000,0,18,14,18,25,9800,1000,300,544
42532,FALSE,NA,65,"C","F","H",6,"29",774000,243000,12,18,19,15,23,27600,2500,500,1840
42543,TRUE,2000,NA,"R","M","U",5,"46",419000,218000,0,18,22,4,10,3500,1400,500,875
42544,FALSE,NA,67,"R","F","H",5,"47",416000,209000,0,26,15,5,22,16000,5000,2500,3200
42548,TRUE,1100,73,"T","F","H",2,"41",398000,193000,0,18,19,13,28,11400,1300,300,877
42550,FALSE,NA,70,"C","F","H",2,"28",656000,282000,2,20,11,1,4,1500,1500,1500,1500
42574,FALSE,NA,68,"C","F","N",3,"22",819000,359000,0,20,15,10,26,11300,1500,500,1130
42577,FALSE,NA,NA,"T","F","U",NA,"37",613000,292000,0,16,18,9,12,3300,500,200,367
42589,TRUE,1500,69,"C","U","N",3,"28",822000,318000,0,17,20,4,15,3900,1500,400,975
42600,FALSE,NA,48,"C","U","N",2,"32",395000,116000,7,18,19,14,26,13300,1200,500,950
42618,FALSE,NA,77,"C","F","H",4,"28",787000,349000,2,21,19,13,27,9100,1500,300,700
42624,FALSE,NA,25,"R","F","H",2,"51",398000,232000,0,17,19,7,10,3600,700,300,514
42670,FALSE,NA,86,"C","F","U",NA,"28",1111000,320000,0,17,20,40,29,23100,1000,200,578
42674,FALSE,NA,73,"C","M","N",2,"33",638000,239000,2,17,17,14,29,12700,1500,500,907
42686,TRUE,2000,NA,"C","F","H",4,"28",824000,263000,1,21,15,1,6,2000,2000,2000,2000
42688,FALSE,NA,NA,"C","F","U",NA,"28",779000,292000,0,16,16,3,7,1900,1000,400,633
42689,TRUE,400,NA,"C","F","U",NA,"29",711000,267000,0,21,18,7,13,2700,500,300,386
42713,FALSE,NA,85,"C","F","U",NA,"28",1220000,351000,0,18,19,23,34,24300,3000,300,1057
42724,TRUE,2500,61,"C","M","U",5,"30",440000,164000,0,26,15,3,11,2900,1700,500,967
42753,FALSE,NA,NA,"C","M","H",5,"29",1032000,311000,9,20,18,7,13,8400,1500,1000,1200
42769,FALSE,NA,87,"C","M","H",5,"28",1231000,304000,6,17,19,9,24,6200,1500,300,689
42776,TRUE,1600,NA,"C","M","H",5,"23",1385000,3e+05,6,17,18,3,12,4200,1700,1000,1400
42778,TRUE,1000,41,"C","F","U",1,"33",731000,185000,0,26,13,4,14,4000,1500,500,1000
42791,FALSE,NA,NA,"C","F","H",5,"28",1231000,304000,1,18,20,11,22,10200,1500,500,927
42796,FALSE,NA,39,"T","M","H",4,"39",663000,321000,3,21,18,12,26,8900,1000,300,742
42852,FALSE,NA,31,"C","F","N",3,"28",745000,288000,0,21,20,21,23,30300,3800,600,1443
42856,FALSE,NA,64,"C","U","N",2,"31",504000,224000,17,19,19,4,17,8000,3000,1000,2000
42867,FALSE,NA,74,"C","F","H",5,"30",601000,232000,10,18,19,2,11,4000,2500,1500,2000
42872,FALSE,NA,73,"C","M","H",2,"28",629000,317000,6,18,14,2,9,3000,2000,1000,1500
42878,TRUE,1000,75,"C","F","H",1,"29",595000,248000,0,19,19,8,15,4900,1000,300,613
42884,FALSE,NA,68,"C","M","H",4,"33",754000,301000,16,17,19,17,26,12200,1000,500,718
42898,FALSE,NA,85,"C","F","H",4,"24",1369000,426000,1,15,18,5,12,3300,1100,500,660
42907,FALSE,NA,39,"C","F","U",5,"23",1598000,535000,0,24,14,2,9,2000,1500,500,1000
42913,TRUE,500,51,"C","U","H",5,"28",950000,357000,2,16,19,10,19,7200,1500,300,720
42931,FALSE,NA,69,"C","F","U",5,"23",1081000,360000,6,17,20,14,30,20800,2600,300,1486
42937,TRUE,2000,50,"R","M","H",5,"46",944000,316000,0,16,21,7,21,10900,2000,900,1557
42940,FALSE,NA,75,"T","F","N",3,"34",3530000,704000,0,21,17,9,12,8300,1100,500,922
42944,FALSE,NA,43,"T","M","H",4,"34",3530000,704000,0,16,19,14,30,32000,4000,1500,2286
42958,FALSE,NA,42,"C","M","U",NA,"23",1667000,352000,0,15,17,5,10,3400,1000,500,680
42970,TRUE,300,NA,"T","M","U",NA,"37",884000,242000,0,16,14,14,19,6200,600,300,443
42977,FALSE,NA,80,"T","U","U",NA,"38",1148000,234000,0,17,19,17,26,5400,500,200,318
42983,FALSE,NA,76,"C","M","H",5,"28",1235000,288000,1,16,19,7,19,13400,2500,500,1914
42988,FALSE,NA,NA,"R","U","U",NA,"46",849000,266000,0,18,16,1,6,2300,2300,2300,2300
42995,FALSE,NA,66,"C","F","H",3,"26",1333000,263000,4,18,21,4,18,8200,2700,1000,2050
42997,TRUE,700,79,"C","F","H",5,"23",1567000,392000,1,19,10,16,21,10500,900,300,656
43001,TRUE,1500,NA,"C","F","U",NA,"28",1167000,267000,0,15,9,1,3,1500,1500,1500,1500
43010,TRUE,2500,52,"R","F","H",5,"42",560000,220000,1,22,21,4,15,6800,2500,1300,1700
43011,FALSE,NA,61,"R","M","H",6,"49",783000,260000,3,16,20,11,22,15900,2500,1000,1445
43013,TRUE,2000,75,"R","F","U",2,"49",697000,248000,1,19,15,5,18,6200,2000,500,1240
43015,FALSE,NA,73,"R","U","N",3,"45",585000,228000,0,18,19,10,28,6500,2000,300,650
43020,TRUE,1500,NA,"C","F","U",NA,"28",736000,262000,0,24,10,1,6,1500,1500,1500,1500
43041,FALSE,NA,77,"T","M","H",2,"37",715000,203000,1,19,19,8,26,10700,2500,500,1338
43052,TRUE,500,43,"C","F","U",NA,"23",2038000,390000,0,18,11,9,17,7300,1500,300,811
43061,FALSE,NA,NA,"C","U","U",NA,"23",4280000,1500000,0,24,14,1,7,2500,2500,2500,2500
43066,TRUE,1500,45,"T","M","U",NA,"40",1544000,347000,0,18,18,4,16,3800,1500,500,950
43071,FALSE,NA,45,"T","F","H",5,"37",708000,261000,0,19,19,11,19,9300,1300,300,845
43086,TRUE,2000,72,"C","F","U",NA,"26",795000,352000,0,17,18,3,9,2200,1000,500,733
43095,FALSE,NA,NA,"C","F","U",NA,"27",1763000,442000,0,18,19,7,24,24700,4700,2000,3529
43100,FALSE,NA,85,"C","U","U",NA,"23",2218000,370000,0,17,17,19,29,7100,500,300,374
43101,TRUE,1000,48,"C","F","U",NA,"23",2379000,464000,0,16,13,19,27,36100,3200,1000,1900
43104,TRUE,900,40,"C","F","U",1,"23",5e+06,498000,1,17,20,22,33,12850,1000,200,584
43105,FALSE,NA,76,"C","U","U",NA,"23",5797000,1067000,0,19,19,13,30,13600,1400,1000,1046
43119,TRUE,900,NA,"C","F","N",2,"28",845000,334000,0,17,19,4,10,2500,1000,300,625
43126,TRUE,500,48,"C","F","U",NA,"28",845000,334000,0,16,19,8,12,3900,600,300,488
43137,FALSE,NA,57,"C","U","U",NA,"23",1507000,413000,0,16,20,8,19,7300,2500,300,913
43149,FALSE,NA,72,"C","U","U",NA,"26",1414000,3e+05,0,17,21,19,31,24500,2000,500,1289
43152,FALSE,NA,68,"C","M","H",4,"29",824000,295000,1,21,12,1,5,1500,1500,1500,1500
43165,FALSE,NA,74,"C","U","N",2,"28",925000,256000,5,25,17,8,23,13700,3000,500,1713
43174,FALSE,NA,75,"C","F","U",4,"23",1730000,448000,0,26,13,8,24,8200,1500,500,1025
43175,FALSE,NA,NA,"C","F","U",NA,"23",601000,249000,0,16,18,1,6,2000,2000,2000,2000
43187,FALSE,NA,68,"C","F","H",4,"23",1730000,448000,6,18,19,9,17,4600,2000,300,511
43226,TRUE,2000,75,"C","M","H",7,"28",764000,269000,16,22,14,2,9,3000,2000,1000,1500
43232,FALSE,NA,83,"C","F","N",1,"33",408000,157000,2,17,18,5,15,5300,1400,500,1060
43235,TRUE,1500,NA,"C","U","U",NA,"28",639000,232000,0,21,18,5,18,6400,1600,1000,1280
43237,FALSE,NA,84,"T","M","H",2,"37",735000,260000,15,21,12,11,16,31000,5000,500,2818
43244,FALSE,NA,84,"C","M","U",NA,"33",655000,225000,0,18,15,13,23,22300,2500,500,1715
43251,FALSE,NA,NA,"C","M","H",1,"33",465000,158000,1,21,16,23,28,15600,1200,200,678
43258,FALSE,NA,73,"T","U","H",4,"37",695000,239000,7,22,18,15,29,16200,1900,100,1080
43267,FALSE,NA,81,"C","M","H",4,"29",688000,235000,5,18,15,26,29,9400,600,300,362
43271,FALSE,NA,NA,"T","F","U",2,"36",713000,255000,0,15,18,4,10,4000,1000,1000,1000
43302,FALSE,NA,51,"C","U","H",7,"23",2789000,477000,15,18,19,2,12,5200,2700,2500,2600
43311,FALSE,NA,23,"T","M","U",2,"37",502000,198000,0,15,13,4,10,3900,2000,300,975
43316,FALSE,NA,65,"T","F","U",NA,"37",675000,266000,0,18,17,44,33,28400,1000,300,645
43319,FALSE,NA,NA,"C","F","U",NA,"26",1172000,342000,0,16,15,1,5,1500,1500,1500,1500
43321,TRUE,2500,74,"C","U","U",NA,"23",1452000,352000,0,21,16,1,6,2500,2500,2500,2500
43333,TRUE,500,72,"C","U","U",NA,"26",725000,301000,0,17,19,9,15,3700,500,300,411
43397,FALSE,NA,62,"T","M","U",NA,"40",884000,376000,0,21,18,6,12,4800,2200,300,800
43409,FALSE,NA,36,"T","F","N",3,"40",884000,376000,0,18,17,12,21,5700,800,300,475
43445,FALSE,NA,79,"C","M","N",2,"29",838000,273000,0,17,20,38,31,15600,900,100,411
43492,TRUE,1200,NA,"S","F","U",NA,"18",665000,240000,0,18,20,12,23,8400,1300,200,700
43493,FALSE,NA,83,"S","M","H",6,"16",878000,284000,9,23,19,17,29,20500,2000,500,1206
43532,FALSE,NA,NA,"U","M","U",NA,"10",0,0,0,24,18,13,26,19400,2600,500,1492
43536,FALSE,NA,NA,"U","U","U",NA,"10",0,0,0,18,16,23,30,12000,800,200,522
43537,FALSE,NA,60,"U","U","U",NA,"10",0,0,0,24,19,11,30,27500,6000,500,2500
43542,FALSE,NA,NA,"U","M","U",NA,"10",0,0,0,24,16,4,14,3800,1500,500,950
43549,FALSE,NA,NA,"U","M","U",NA,"10",0,0,0,18,16,4,15,4700,1500,1000,1175
43559,TRUE,200,84,"R","M","U",6,"42",1322000,355000,0,16,17,30,30,10700,1000,200,357
43562,FALSE,NA,41,"S","M","H",7,"18",769000,381000,0,18,20,2,8,2500,1500,1000,1250
43564,TRUE,2000,52,"C","M","H",6,"28",1165000,373000,1,24,10,1,6,2000,2000,2000,2000
43565,FALSE,NA,54,"C","F","H",6,"27",954000,381000,2,16,19,4,11,2700,1000,300,675
43579,FALSE,NA,NA,"C","U","U",NA,"33",677000,213000,0,22,16,17,28,10750,1200,200,632
43595,TRUE,600,NA,"T","M","U",NA,"40",684000,461000,0,15,15,4,10,2300,1000,300,575
43604,FALSE,NA,31,"C","F","U",2,"28",834000,383000,1,18,18,6,13,5500,1000,500,917
43634,FALSE,NA,50,"C","U","N",2,"28",880000,365000,21,18,17,23,31,13400,1000,300,583
43647,FALSE,NA,83,"C","F","U",NA,"33",328000,198000,0,15,35,15,38,18200,2000,500,1213
43662,FALSE,NA,37,"C","M","H",4,"28",620000,265000,1,17,20,9,20,13100,1600,1000,1456
43663,TRUE,1000,17,"C","F","N",1,"33",620000,265000,0,15,12,18,15,11500,1000,300,639
43674,TRUE,1000,NA,"C","F","U",NA,"29",888000,328000,0,17,8,14,13,8000,1000,200,571
43688,FALSE,NA,75,"C","F","H",6,"29",519000,248000,11,17,14,2,8,2000,1500,500,1000
43706,FALSE,NA,NA,"S","M","H",2,"20",508000,210000,1,16,19,5,10,3800,1000,300,760
43713,FALSE,NA,NA,"C","U","H",5,"26",365000,280000,0,18,12,4,12,4000,1500,500,1000
43734,FALSE,NA,70,"C","F","N",2,"28",857000,323000,5,16,16,9,18,9300,1700,500,1033
43748,FALSE,NA,NA,"C","F","U",NA,"28",888000,328000,0,25,7,6,19,20500,5000,2000,3417
43753,FALSE,NA,50,"C","F","U",NA,"23",1324000,393000,0,16,12,10,23,10400,2000,300,1040
43762,FALSE,NA,82,"C","M","H",4,"26",798000,3e+05,5,16,21,7,16,7600,2400,500,1086
43764,FALSE,NA,74,"C","M","H",4,"26",912000,313000,2,17,21,10,23,14700,2200,1000,1470
43769,FALSE,NA,82,"C","M","H",6,"29",591000,273000,14,24,17,17,28,12900,1200,300,759
43781,TRUE,1000,67,"C","M","H",3,"26",1069000,198000,0,16,19,8,15,4900,1100,300,613
43788,FALSE,NA,NA,"R","F","H",7,"46",920000,496000,0,18,19,14,17,17600,2500,500,1257
43798,FALSE,NA,77,"C","M","N",2,"33",756000,246000,1,24,18,4,14,5200,2500,500,1300
43799,TRUE,2000,39,"T","F","N",1,"40",1044000,366000,3,17,19,6,19,7900,2000,500,1317
43802,TRUE,600,78,"C","F","H",2,"33",756000,246000,1,15,21,24,26,21500,2000,400,896
43806,FALSE,NA,47,"S","F","H",6,"21",615000,260000,1,19,19,8,22,6400,1500,500,800
43862,FALSE,NA,NA,"C","F","H",4,"29",801000,262000,0,18,19,27,34,15200,1200,200,563
43884,TRUE,500,65,"C","M","H",4,"33",645000,226000,12,18,15,21,28,11100,700,200,529
43927,TRUE,2500,47,"C","M","H",4,"27",865000,337000,1,20,14,2,9,3000,2000,1000,1500
43949,TRUE,600,78,"C","M","H",5,"28",881000,297000,12,16,20,14,23,9400,1100,500,671
43952,FALSE,NA,76,"C","F","N",3,"27",865000,337000,2,26,13,6,20,6600,1800,500,1100
43974,TRUE,500,51,"S","U","H",5,"18",1869000,452000,0,18,18,11,19,4200,600,200,382
43981,FALSE,NA,39,"S","F","U",4,"18",726000,376000,0,17,14,1,5,1500,1500,1500,1500
43983,FALSE,NA,NA,"S","M","N",2,"16",0,0,9,21,11,1,5,1500,1500,1500,1500
43998,TRUE,2200,76,"C","M","H",3,"28",768000,256000,0,18,21,4,13,6700,2500,800,1675
44009,TRUE,2000,86,"S","F","H",4,"18",1086000,384000,0,18,19,8,21,7500,2000,500,938
44016,FALSE,NA,59,"C","M","N",2,"29",1028000,351000,0,18,19,12,28,12200,3000,300,1017
44020,FALSE,NA,68,"S","M","H",4,"21",671000,263000,9,26,14,2,9,3000,2000,1000,1500
44060,TRUE,10000,78,"C","M","U",NA,"28",896000,392000,0,26,15,5,20,14000,5000,1000,2800
44083,FALSE,NA,47,"C","F","U",NA,"23",2174000,383000,0,24,17,3,13,4200,2000,1000,1400
44088,TRUE,1000,61,"C","M","H",7,"23",1263000,468000,0,19,19,16,23,12300,1000,500,769
44091,FALSE,NA,73,"C","F","H",7,"23",1143000,271000,1,19,16,8,18,6000,1000,300,750
44104,FALSE,NA,44,"C","M","N",2,"25",641000,253000,0,18,19,4,10,4200,2500,500,1050
44105,FALSE,NA,33,"C","F","U",1,"25",602000,237000,0,19,19,2,11,3500,2500,1000,1750
44121,FALSE,NA,85,"C","M","H",5,"28",660000,273000,13,21,14,30,31,30700,3000,500,1023
44128,FALSE,NA,56,"C","F","H",2,"23",1218000,324000,1,18,18,6,10,4500,1000,400,750
44147,FALSE,NA,76,"C","M","H",1,"33",620000,213000,0,17,18,4,11,3200,1200,500,800
44154,TRUE,3000,55,"C","F","U",NA,"24",1382000,474000,0,26,14,2,12,3000,2000,1000,1500
44159,FALSE,NA,62,"C","F","U",NA,"24",1382000,474000,0,18,19,9,23,11400,2000,500,1267
44219,FALSE,NA,NA,"C","F","U",NA,"28",591000,310000,0,18,18,6,14,5500,1000,500,917
44240,FALSE,NA,33,"C","M","N",2,"33",448000,214000,0,21,15,2,11,2800,1500,1300,1400
44243,TRUE,2000,81,"C","F","U",5,"23",1603000,308000,0,18,19,6,18,7600,1800,1000,1267
44248,FALSE,NA,80,"C","M","H",2,"29",1054000,286000,5,15,17,25,30,16806,1300,6,672
44269,FALSE,NA,84,"C","M","U",NA,"23",1005000,338000,0,18,13,8,15,14200,2500,800,1775
44287,FALSE,NA,NA,"T","F","U",NA,"37",558000,259000,0,17,19,11,13,6000,1000,500,545
44303,FALSE,NA,72,"C","M","U",2,"29",604000,274000,4,20,19,17,29,13300,1000,500,782
44313,FALSE,NA,55,"C","F","H",3,"29",720000,258000,0,20,18,6,9,3100,700,300,517
44316,FALSE,NA,82,"C","M","N",1,"29",1063000,270000,0,16,20,9,20,22000,5000,1000,2444
44318,FALSE,NA,86,"C","M","H",7,"29",1063000,270000,5,24,18,5,18,6700,2500,500,1340
44326,FALSE,NA,73,"C","M","H",2,"29",677000,242000,12,21,19,11,27,14000,2000,500,1273
44336,TRUE,1500,32,"C","F","H",4,"29",948000,330000,1,17,14,1,5,1500,1500,1500,1500
44351,TRUE,3500,79,"C","M","H",3,"29",948000,330000,2,19,21,5,17,4700,2000,500,940
44362,FALSE,NA,75,"C","M","H",2,"29",524000,221000,3,16,22,18,27,16100,1500,300,894
44370,TRUE,500,82,"C","F","H",3,"29",1226000,354000,13,15,15,18,29,8000,600,200,444
44383,FALSE,NA,37,"T","M","N",1,"41",442000,140000,0,17,14,1,5,1500,1500,1500,1500
44394,FALSE,NA,41,"T","F","H",5,"41",583000,231000,0,18,19,4,14,6500,2000,500,1625
44395,FALSE,NA,71,"T","F","N",2,"41",583000,231000,0,18,19,12,21,10700,1400,500,892
44406,TRUE,1000,58,"C","F","H",5,"28",945000,292000,1,17,19,16,27,7400,1000,200,463
44410,TRUE,800,72,"T","M","H",5,"36",565000,154000,0,15,11,11,15,7600,1200,300,691
44418,FALSE,NA,75,"T","M","N",2,"36",666000,210000,4,16,17,19,28,7400,600,200,389
44419,TRUE,200,NA,"C","F","U",3,"28",726000,211000,0,15,25,10,16,9600,1600,300,960
44428,FALSE,NA,75,"C","M","N",3,"28",936000,249000,4,17,19,5,9,2700,700,500,540
44431,FALSE,NA,51,"C","M","H",5,"29",631000,252000,3,16,14,2,10,2500,1500,1000,1250
44433,TRUE,1000,74,"C","M","H",4,"28",606000,220000,19,17,17,6,18,6600,1500,500,1100
44441,FALSE,NA,NA,"R","F","H",3,"45",627000,218000,0,18,19,14,23,14700,1600,500,1050
44442,FALSE,NA,59,"R","M","H",7,"45",574000,177000,0,19,19,19,31,18100,1000,500,953
44464,FALSE,NA,73,"T","M","H",1,"37",453000,202000,0,22,18,22,24,8400,1000,100,382
44473,FALSE,NA,86,"C","F","U",NA,"29",1142000,369000,0,22,18,21,23,9900,1000,300,471
44491,FALSE,NA,52,"T","F","H",1,"36",565000,154000,1,18,18,5,12,5200,1200,1000,1040
44499,FALSE,NA,58,"R","F","H",5,"48",584000,175000,0,18,20,14,25,13000,1600,300,929
44500,TRUE,500,52,"R","F","H",4,"48",686000,169000,1,16,21,16,24,12150,1300,250,759
44505,FALSE,NA,NA,"T","M","H",6,"37",659000,194000,7,15,15,3,8,2500,1500,500,833
44517,FALSE,NA,81,"T","F","H",2,"37",604000,189000,0,23,18,24,32,17500,1200,200,729
44558,FALSE,NA,48,"T","F","H",3,"37",1111000,320000,1,20,19,9,23,10300,1600,500,1144
44567,FALSE,NA,NA,"C","M","H",2,"29",780000,233000,0,18,19,6,14,4100,1000,300,683
44582,TRUE,500,78,"T","M","N",2,"41",427000,162000,13,15,19,28,31,9400,1000,200,336
44593,FALSE,NA,NA,"T","M","N",2,"37",687000,207000,0,18,18,2,9,2000,1500,500,1000
44602,FALSE,NA,64,"T","F","H",1,"40",744000,414000,3,17,19,15,23,10300,1900,300,687
44604,FALSE,NA,NA,"C","U","U",NA,"31",571000,85000,0,16,11,15,19,7300,1000,100,487
44605,FALSE,NA,48,"C","F","N",2,"30",451000,194000,7,21,19,6,21,8700,2500,500,1450
44634,TRUE,1000,60,"C","M","H",7,"26",710000,254000,4,17,19,7,16,5100,1000,300,729
44637,FALSE,NA,76,"T","U","U",NA,"40",744000,414000,0,15,21,13,31,27200,3000,300,2092
44638,FALSE,NA,82,"T","M","N",2,"40",901000,327000,2,19,13,17,27,10500,1000,300,618
44647,FALSE,NA,83,"T","M","H",3,"37",675000,250000,16,16,16,1,6,2500,2500,2500,2500
44657,TRUE,500,55,"T","M","H",7,"39",583000,302000,10,17,19,15,19,6000,500,100,400
44666,FALSE,NA,NA,"C","M","H",5,"28",577000,245000,2,18,20,4,13,4000,2000,500,1000
44672,FALSE,NA,NA,"C","F","N",1,"30",358000,142000,1,17,20,3,7,3500,1500,1000,1167
44678,FALSE,NA,NA,"T","F","N",3,"37",822000,225000,0,24,13,2,10,3500,2000,1500,1750
44679,FALSE,NA,67,"C","F","H",3,"32",274000,111000,4,16,19,6,12,5400,1300,500,900
44686,FALSE,NA,41,"T","F","H",5,"38",490000,235000,0,20,16,5,16,6200,1600,500,1240
44696,FALSE,NA,67,"C","M","N",1,"30",481000,133000,0,16,15,1,5,1500,1500,1500,1500
44705,TRUE,1500,71,"C","U","H",4,"29",677000,242000,12,18,16,5,14,4900,1200,500,980
44715,TRUE,1200,71,"C","F","H",2,"28",646000,241000,3,17,17,16,23,11500,1100,50,719
44726,FALSE,NA,NA,"T","F","H",5,"39",538000,269000,15,15,18,2,6,3000,2000,1000,1500
44733,FALSE,NA,39,"T","F","H",4,"36",564000,279000,5,15,19,14,19,9700,1000,500,693
44739,FALSE,NA,81,"T","F","N",2,"36",564000,279000,7,18,22,15,24,18700,2000,500,1247
44765,TRUE,1000,27,"C","M","H",5,"29",631000,252000,2,18,19,12,31,11100,1100,500,925
44783,FALSE,NA,59,"R","M","U",2,"47",607000,232000,1,18,19,18,33,17500,1500,500,972
44787,FALSE,NA,NA,"R","F","U",2,"48",440000,180000,0,24,6,2,6,2500,1500,1000,1250
44788,FALSE,NA,69,"R","F","N",1,"45",529000,192000,0,18,18,3,10,3500,2000,500,1167
44795,FALSE,NA,47,"R","U","U",NA,"48",598000,194000,0,19,19,27,29,7200,500,50,267
44800,TRUE,500,NA,"T","U","U",NA,"37",599000,2e+05,0,18,15,25,28,18300,1400,200,732
44806,FALSE,NA,63,"T","M","H",3,"37",867000,215000,1,24,10,1,6,1500,1500,1500,1500
44814,FALSE,NA,34,"T","M","U",NA,"41",549000,212000,0,20,16,5,16,5200,1600,500,1040
44817,TRUE,500,79,"T","F","H",2,"41",534000,197000,1,18,20,14,19,4700,500,200,336
44818,FALSE,NA,70,"T","M","H",5,"41",549000,212000,22,20,21,11,22,11200,2000,500,1018
44828,TRUE,600,73,"R","M","H",4,"53",395000,189000,0,16,20,14,22,9600,900,300,686
44831,FALSE,NA,51,"R","F","H",2,"45",629000,185000,2,21,17,1,7,6000,6000,6000,6000
44840,FALSE,NA,62,"R","M","N",1,"45",726000,224000,0,19,21,7,22,39500,10000,2500,5643
44847,TRUE,1000,45,"T","M","H",2,"36",428000,140000,1,15,21,13,26,12700,1500,300,977
44853,TRUE,1200,67,"C","M","H",5,"33",578000,246000,4,19,21,14,22,14900,1500,300,1064
44888,FALSE,NA,73,"C","M","U",NA,"28",880000,209000,0,21,19,29,29,35600,2000,500,1228
44893,FALSE,NA,77,"C","F","N",3,"33",509000,211000,1,17,11,15,13,5100,600,100,340
44900,FALSE,NA,67,"T","M","H",5,"37",988000,326000,0,27,14,5,21,11500,2500,2000,2300
44911,FALSE,NA,57,"T","F","U",1,"37",674000,191000,1,23,16,13,20,19900,2500,1000,1531
44912,FALSE,NA,33,"C","F","H",2,"30",707000,257000,0,16,16,1,5,1500,1500,1500,1500
44922,FALSE,NA,46,"C","F","H",5,"33",573000,219000,4,26,13,2,11,3200,2200,1000,1600
44940,FALSE,NA,NA,"T","U","U",NA,"37",1002000,307000,0,17,16,1,6,2500,2500,2500,2500
44941,FALSE,NA,59,"T","F","H",2,"36",908000,187000,1,15,21,4,9,3700,1200,500,925
44945,FALSE,NA,63,"T","F","H",5,"36",719000,274000,0,26,14,2,8,2500,1500,1000,1250
44965,FALSE,NA,68,"T","M","N",2,"36",747000,201000,0,18,18,4,16,5500,2000,500,1375
44989,FALSE,NA,44,"R","F","N",2,"51",623000,202000,6,16,17,12,27,10600,2000,300,883
45008,TRUE,1000,51,"U","F","H",5,"8",651000,271000,2,16,19,10,21,10900,2000,500,1090
45009,FALSE,NA,NA,"C","M","H",2,"28",661000,280000,2,18,19,7,24,12800,2800,500,1829
45010,FALSE,NA,84,"U","F","U",NA,"9",818000,238000,0,19,19,16,23,15100,1500,300,944
45023,FALSE,NA,NA,"C","F","U",NA,"28",686000,311000,0,15,21,3,9,6000,2500,1000,2000
45033,FALSE,NA,74,"U","F","H",2,"5",850000,302000,22,21,18,9,16,7800,1300,500,867
45034,FALSE,NA,NA,"C","M","U",NA,"29",919000,331000,0,18,19,10,16,4600,800,300,460
45045,FALSE,NA,77,"C","F","N",1,"28",686000,311000,13,18,21,8,23,10500,2500,1000,1313
45047,FALSE,NA,65,"U","F","N",1,"10",584000,226000,0,19,19,13,24,18600,2000,500,1431
45057,FALSE,NA,27,"U","F","N",2,"9",0,0,0,25,16,16,30,10800,1000,300,675
45063,FALSE,NA,82,"S","F","H",7,"12",2069000,393000,2,15,19,7,15,5200,1000,500,743
45065,FALSE,NA,NA,"C","F","U",1,"29",601000,98000,0,16,19,4,15,6200,2500,500,1550
45071,FALSE,NA,63,"C","F","H",2,"30",518000,161000,0,20,16,19,21,9600,600,500,505
45084,FALSE,NA,41,"S","F","H",4,"21",597000,278000,0,26,13,13,22,13500,1500,300,1038
45090,FALSE,NA,NA,"C","M","U",NA,"29",692000,203000,0,17,16,1,6,2500,2500,2500,2500
45101,TRUE,300,NA,"C","F","H",2,"22",1173000,322000,11,4,20,8,13,3300,600,300,413
45116,TRUE,500,84,"S","M","U",4,"13",1642000,522000,0,15,11,23,31,11300,600,300,491
45132,FALSE,NA,NA,"C","U","U",NA,"29",908000,463000,0,17,15,8,18,7300,1600,300,913
45134,TRUE,1200,83,"C","M","U",1,"28",736000,235000,0,18,12,12,22,15200,2500,500,1267
45158,TRUE,1000,63,"C","F","H",5,"28",917000,250000,2,19,19,14,25,11900,1100,300,850
45163,FALSE,NA,82,"U","U","U",NA,"5",869000,256000,0,26,7,9,19,13400,3000,300,1489
45166,FALSE,NA,37,"U","M","N",2,"8",0,0,1,18,19,24,30,8500,1000,200,354
45175,FALSE,NA,NA,"U","M","U",NA,"7",0,0,0,15,16,5,17,5300,1500,500,1060
45201,TRUE,1100,NA,"U","M","U",NA,"4",817000,282000,0,15,16,3,7,2300,1100,500,767
45206,FALSE,NA,33,"R","M","H",7,"49",1121000,291000,0,16,14,1,5,1500,1500,1500,1500
45258,TRUE,500,52,"U","F","U",NA,"8",518000,184000,0,15,20,4,8,4000,1000,1000,1000
45294,FALSE,NA,73,"U","U","U",NA,"9",752000,228000,0,21,19,19,32,15300,1400,300,805
45305,FALSE,NA,75,"U","M","U",NA,"8",712000,226000,0,22,19,5,16,22400,5300,2500,4480
45313,FALSE,NA,73,"S","U","U",NA,"16",675000,255000,0,20,18,6,20,6600,1500,500,1100
